Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
543117,UTI Mutual Fund,UTCRFS2RMP,UTI Credit Risk Fund (Segregated-06032020)-Direct Quarterly Dividend Payout(Issue Price : Rs.0.01),Active,F ,10,INF789F1ARX3, ,MF,-,-,-,-
543118,UTI Mutual Fund,UTCRFS2RMR,UTI Credit Risk Fund (Segregated-06032020)-Direct Quarterly Dividend Payout(Issue Price : Rs.0.01),Active,F ,10,INF789F1ARY1, ,MF,-,-,-,-
543119,UTI Mutual Fund,UTMTFS2DQP,UTI Medium Term Fund (Segregated 06032020)-Direct Quarterly Dividend Payout(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ARZ8, ,MF,-,-,-,-
543120,UTI Mutual Fund,UTMTFS2DQR,UTI Medium Term Fund (Segregated 06032020)-Direct Quarterly Dividend Reinvestement(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASA9, ,MF,-,-,-,-
543121,UTI Mutual Fund,UTMTFS2DGR,UTI Medium Term Fund (Segregated 06032020)-Direct Growth Plan(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASB7, ,MF,-,-,-,-
543122,UTI Mutual Fund,UTMTFS2DAP,UTI Medium Term Fund (Segregated 06032020)-Direct Annual Dividend Payout(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASC5, ,MF,-,-,-,-
543123,UTI Mutual Fund,UTMTFS2DAR,UTI Medium Term Fund (Segregated 06032020)-Direct Annual Dividend Reinvestement(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASD3, ,MF,-,-,-,-
543124,UTI Mutual Fund,UTMTFS2DHP,UTI Medium Term Fund (Segregated 06032020)-Direct Half Yearly Dividend Payout(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASE1, ,MF,-,-,-,-
543125,UTI Mutual Fund,UTMTFS2DHR,UTI Medium Term Fund (Segregated 06032020)-Direct Half Yearly Dividend Reinvestement(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASF8, ,MF,-,-,-,-
543126,UTI Mutual Fund,UTMTFS2DFP,UTI Medium Term Fund (Segregated 06032020)-Direct Flexi Dividend Payout(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASG6, ,MF,-,-,-,-
543127,UTI Mutual Fund,UTMTFS2DFR,UTI Medium Term Fund (Segregated 06032020)-Direct Flexi Dividend Reinvestement(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASH4, ,MF,-,-,-,-
543128,UTI Mutual Fund,UTMTFS2DMP,UTI Medium Term Fund (Segregated 06032020)-Direct Monthly Dividend Payout(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASI2, ,MF,-,-,-,-
543129,UTI Mutual Fund,UTMTFS2DMR,UTI Medium Term Fund (Segregated 06032020)-Direct Monthly Dividend Reinvestement(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASJ0, ,MF,-,-,-,-
543130,UTI Mutual Fund,UTMTFS2RQP,UTI Medium Term Fund (Segregated 06032020)-Regular Quarterly Dividend Payout(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASK8, ,MF,-,-,-,-
543131,UTI Mutual Fund,UTMTFS2RQR,UTI Medium Term Fund (Segregated 06032020)-Regular Quarterly Dividend Reinvestement(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASL6, ,MF,-,-,-,-
543132,UTI Mutual Fund,UTMTFS2RGR,UTI Medium Term Fund (Segregated 06032020)-Regular Growth Plan(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASM4, ,MF,-,-,-,-
543133,UTI Mutual Fund,UTMTFS2RAP,UTI Medium Term Fund (Segregated 06032020)-Regular Annual Dividend Payout(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASN2, ,MF,-,-,-,-
543134,UTI Mutual Fund,UTMTFS2RAR,UTI Medium Term Fund (Segregated 06032020)-Regular Annual Dividend Reinvestement(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASO0, ,MF,-,-,-,-
543135,UTI Mutual Fund,UTMTFS2RHP,UTI Medium Term Fund (Segregated 06032020)-Regular Half Yearly Dividend Payout(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASP7, ,MF,-,-,-,-
543136,UTI Mutual Fund,UTMTFS2RHR,UTI Medium Term Fund (Segregated 06032020)-Regular Half Yearly Dividend Reinvestement(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASQ5, ,MF,-,-,-,-
543137,UTI Mutual Fund,UTMTFS2RFP,UTI Medium Term Fund (Segregated 06032020)-Regular Flexi Dividend Payout(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASR3, ,MF,-,-,-,-
543138,UTI Mutual Fund,UTMTFS2RFR,UTI Medium Term Fund (Segregated 06032020)-Regular Flexi Dividend Reinvestement(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASS1, ,MF,-,-,-,-
543139,UTI Mutual Fund,UTMTFS2RMP,UTI Medium Term Fund (Segregated 06032020)-Regular Monthly Dividend Payout(Issue Price : Rs. 0.01),Active,F ,10,INF789F1AST9, ,MF,-,-,-,-
543140,UTI Mutual Fund,UTMTFS2RMR,UTI Medium Term Fund (Segregated 06032020)-Regular Monthly Dividend Reinvestement(Issue Price : Rs. 0.01),Active,F ,10,INF789F1ASU7, ,MF,-,-,-,-
543141,Nippon India Mutual Fund,RXLII4Z,Nippon India Fixed Horizon Fund -XLII- Series 4 - Direct Plan - Growth Option,Suspended,F ,10,INF204KB17N5, ,MF,-,-,-,-
543142,Nippon India Mutual Fund,RXLII4D,Nippon India Fixed Horizon Fund -XLII- Series 4 - Dividend Payout Option,Suspended,F ,10,INF204KB16N7, ,MF,-,-,-,-
543143,Nippon India Mutual Fund,RXLII4G,Nippon India Fixed Horizon Fund -XLII- Series 4 -  Growth Option,Suspended,F ,10,INF204KB15N9, ,MF,-,-,-,-
543144,Nippon India Mutual Fund,08MPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB11T5, ,Equity,-,-,-,-
543145,Nippon India Mutual Fund,08ADR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB12S5, ,Equity,-,-,-,-
543146,Nippon India Mutual Fund,08MPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB12T3, ,Equity,-,-,-,-
543147,Nippon India Mutual Fund,08AMD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB13S3, ,Equity,-,-,-,-
543148,Nippon India Mutual Fund,08AMR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB14S1, ,Equity,-,-,-,-
543149,Nippon India Mutual Fund,08BPB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01),Active,B ,10,INF204KB15S8, ,Equity,-,-,-,-
543150,Nippon India Mutual Fund,08GPG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN(Issue Price: 0.01),Active,B ,10,INF204KB16S6, ,Equity,-,-,-,-
543151,Nippon India Mutual Fund,08ABB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01),Active,B ,10,INF204KB17R6, ,Equity,-,-,-,-
543152,Nippon India Mutual Fund,08QPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB17S4, ,Equity,-,-,-,-
543153,Nippon India Mutual Fund,08AGG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN(Issue Price: 0.01),Active,B ,10,INF204KB18R4, ,Equity,-,-,-,-
543154,Nippon India Mutual Fund,08QPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB18S2, ,Equity,-,-,-,-
543155,Nippon India Mutual Fund,08AQD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB19R2, ,Equity,-,-,-,-
543156,Nippon India Mutual Fund,08DPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB19S0, ,Equity,-,-,-,-
543157,Nippon India Mutual Fund,10IGG,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - INSTITUTIONAL GROWTH PLAN(Issue Price: 0.01),Active,F ,10,INF204KB10Q3, ,MF,-,-,-,-
543158,Nippon India Mutual Fund,10DPD,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,F ,10,INF204KB11Q1, ,MF,-,-,-,-
543159,Nippon India Mutual Fund,10DPR,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,F ,10,INF204KB12Q9, ,MF,-,-,-,-
543160,Nippon India Mutual Fund,10DRD,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),Active,F ,10,INF204KB13Q7, ,MF,-,-,-,-
543161,Nippon India Mutual Fund,10AGG,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN GROWTH OPTION(Issue Price: 0.01),Active,F ,10,INF204KB14P7, ,MF,-,-,-,-
543162,Nippon India Mutual Fund,10DRR,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),Active,F ,10,INF204KB14Q5, ,MF,-,-,-,-
543163,Nippon India Mutual Fund,10ADD,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,F ,10,INF204KB15P4, ,MF,-,-,-,-
543164,Nippon India Mutual Fund,10ADR,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,F ,10,INF204KB16P2, ,MF,-,-,-,-
543165,Nippon India Mutual Fund,10ARD,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),Active,F ,10,INF204KB17P0, ,MF,-,-,-,-
543166,Nippon India Mutual Fund,10ARR,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),Active,F ,10,INF204KB18P8, ,MF,-,-,-,-
543167,Nippon India Mutual Fund,10GPG,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN GROWTH OPTION(Issue Price: 0.01),Active,F ,10,INF204KB19P6, ,MF,-,-,-,-
543168,Nippon India Mutual Fund,08AQR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB10S9, ,Equity,-,-,-,-
543169,Nippon India Mutual Fund,08DPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB10T7, ,Equity,-,-,-,-
543170,Nippon India Mutual Fund,08ADD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10,INF204KB11S7, ,Equity,-,-,-,-
543171,RO Jewels Limited,ROJL,RO Jewels Ltd,Active,B ,2,INE0BDU01028,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
543172,Cospower Engineering Limited,COSPOWER,Cospower Engineering Ltd,Active,M ,10,INE0CQB01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
543173,Nippon India Mutual Fund,11DPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT,Active,B ,10,INF204KB14U7, ,Equity,-,-,-,-
543174,Nippon India Mutual Fund,11GPG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2GROWTH PLAN GROWTH OPTIONGROWTH,Active,B ,10,INF204KB10U5, ,Equity,-,-,-,-
543175,Nippon India Mutual Fund,11MPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10,INF204KB15U4, ,Equity,-,-,-,-
543176,Nippon India Mutual Fund,11MPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANREINVESTMENT,Active,B ,10,INF204KB16U2, ,Equity,-,-,-,-
543177,Nippon India Mutual Fund,11QPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10,INF204KB11U3, ,Equity,-,-,-,-
543178,Nippon India Mutual Fund,11QPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANREINVESTMENT,Active,B ,10,INF204KB12U1, ,Equity,-,-,-,-
543179,Nippon India Mutual Fund,11ADD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10,INF204KB16T4, ,Equity,-,-,-,-
543180,Nippon India Mutual Fund,11ADR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND REINVESTMENT,Active,B ,10,INF204KB17T2, ,Equity,-,-,-,-
543181,Nippon India Mutual Fund,11AGG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT GROWTH PLAN GROWTH OPTIONGROWTH,Active,B ,10,INF204KB13T1, ,Equity,-,-,-,-
543182,Nippon India Mutual Fund,11AMD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10,INF204KB18T0, ,Equity,-,-,-,-
543183,Nippon India Mutual Fund,11AMR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANREINVESTMENT,Active,B ,10,INF204KB19T8, ,Equity,-,-,-,-
543184,Nippon India Mutual Fund,11AQD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10,INF204KB14T9, ,Equity,-,-,-,-
543185,Nippon India Mutual Fund,11AQR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANREINVESTMENT,Active,B ,10,INF204KB15T6, ,Equity,-,-,-,-
543186,Nippon India Mutual Fund,11DPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10,INF204KB13U9, ,Equity,-,-,-,-
543187,HITACHI ENERGY INDIA LIMITED,POWERINDIA,Hitachi Energy India Ltd,Active,A ,2,INE07Y701011,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
543188,SBI Mutual Fund,SCPOFA8GR,SBI Capital Protection Oriented Fund - Series A (Plan 8) - Regular Plan - Growth Option,Suspended,F ,10,INF200KA1P17, ,MF,-,-,-,-
543189,SBI Mutual Fund,SCPOFA8GD,SBI Capital Protection Oriented Fund - Series A (Plan 8) - Direct Plan - Growth Option,Suspended,F ,10,INF200KA1P25, ,MF,-,-,-,-
543190,Nippon India Mutual Fund,NCPOAZ,NIPPON INDIA CAPITAL PROTECTION ORIENTED FUND II - PLAN A - DIRECT PLAN GROWTH OPTION,Suspended,F ,10,INF204KB12O4, ,MF,-,-,-,-
543191,Nippon India Mutual Fund,NCPOAD,NIPPON INDIA CAPITAL PROTECTION ORIENTED FUND II - PLAN A - DIVIDEND PAYOUT OPTION,Suspended,F ,10,INF204KB11O6, ,MF,-,-,-,-
543192,Nippon India Mutual Fund,NCPOAG,NIPPON INDIA CAPITAL PROTECTION ORIENTED FUND II - PLAN A - GROWTH OPTION,Suspended,F ,10,INF204KB10O8, ,MF,-,-,-,-
543193,DJ Mediaprint & Logistics Limited,DJML,DJ Mediaprint & Logistics Ltd,Active,B ,10,INE0B1K01014,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
543194,Nirmitee Robotics India Limited,NIRMITEE,Nirmitee Robotics India Ltd,Active,MS,10,INE0CPQ01010,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
543195,SBI Mutual Fund,SFMP32GR,SBI Fixed Maturity Plan (FMP) Series 32 (1140 Days) -  Regular Plan - Growth,Suspended,F ,10,INF200KA1P74, ,MF,-,-,-,-
543196,SBI Mutual Fund,SFMP32DR,SBI Fixed Maturity Plan (FMP) Series 32 (1140 Days) -  Regular Plan - Dividend Payout,Suspended,F ,10,INF200KA1P82, ,MF,-,-,-,-
543197,SBI Mutual Fund,SFMP32GD,SBI Fixed Maturity Plan (FMP) Series 32 (1140 Days)-  Direct Plan - Growth,Suspended,F ,10,INF200KA1P90, ,MF,-,-,-,-
543198,SBI Mutual Fund,SFMP32DD,SBI Fixed Maturity Plan (FMP) Series 32 (1140 Days) -Direct Plan - Dividend Payout,Suspended,F ,10,INF200KA1Q08, ,MF,-,-,-,-
543199,SBI Mutual Fund,SFMP33GR,SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days)- Regular Plan - Growth,Suspended,F ,10,INF200KA1Q16, ,MF,-,-,-,-
543200,SBI Mutual Fund,SFMP33DR,SBI Fixed Maturity Plan (FMP) Series 33 (1128 Days) - Regular Plan - Dividend Payout,Suspended,F ,10,INF200KA1Q24, ,MF,-,-,-,-
543201,SBI Mutual Fund,SFMP33GD,SBI Fixed Maturity Plan (FMP) Series 33 (1128 Days)-  Direct Plan - Growth,Suspended,F ,10,INF200KA1Q32, ,MF,-,-,-,-
543202,SBI Mutual Fund,SFMP33DD,SBI Fixed Maturity Plan (FMP) Series 33 (1128 Days) - Direct Plan - Dividend Payout,Suspended,F ,10,INF200KA1Q40, ,MF,-,-,-,-
543203,SBI Mutual Fund,SFMP34GR,SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days)- Regular Plan - Growth,Active,F ,10,INF200KA1Q57, ,MF,-,-,-,-
543204,SBI Mutual Fund,SFMP34DR,SBI Fixed Maturity Plan (FMP) Series 34 (3682 Days) - Regular Plan - Dividend Payout,Active,F ,10,INF200KA1Q65, ,MF,-,-,-,-
543205,SBI Mutual Fund,SFMP34GD,SBI Fixed Maturity Plan (FMP) Series 34 (3682 Days)-  Direct Plan - Growth,Active,F ,10,INF200KA1Q73, ,MF,-,-,-,-
543206,SBI Mutual Fund,SFMP34DD,SBI Fixed Maturity Plan (FMP) Series 34 (3682 Days) - Direct Plan - Dividend Payout,Active,F ,10,INF200KA1Q81, ,MF,-,-,-,-
543207,Natural Biocon (India) Limited,NATURAL,Natural Biocon (India) Ltd,Active,XT,10,INE06MM01016,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
543208,REGIS INDUSTRIES LIMITED,REGIS,Regis Industries Ltd,Active,XT,10,INE745R01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
543209,Billwin Industries Limited,BILLWIN,Billwin Industries Ltd,Active,M ,10,INE0CRS01012,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
543210,Aarti Surfactants Limited,AARTISURF,Aarti Surfactants Ltd,Active,B ,10,INE09EO01013,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
543211,BONLON INDUSTRIES LIMITED,BONLON,Bonlon Industries Ltd,Active,B ,10,INE0B9A01018,Diversified Metals,Equity,Commodities,Metals & Mining,Diversified Metals,Diversified Metals
543212,Borosil Limited,BOROLTD,Borosil Ltd,Active,A ,1,INE02PY01013,Glass - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Glass - Consumer
543213,ROSSARI BIOTECH LIMITED,ROSSARI,Rossari Biotech Ltd,Active,A ,2,INE02A801020,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
543214,NDR Auto Components Limited,NDRAUTO,NDR Auto Components Ltd,Active,T ,10,INE07OG01012,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
543215,Edelweiss Mutual Fund,EBBETF0425,BHARAT BOND ETF APRIL 2025,Active,F ,1000,INF754K01LD3, ,MF,-,-,-,-
543216,Edelweiss Mutual Fund,EBBETF0431,BHARAT BOND ETF APRIL 2031,Active,F ,1000,INF754K01LE1, ,MF,-,-,-,-
543217,Mindspace Business Parks REIT,MINDSPACE,Mindspace Business Parks REIT,Active,IF,0,INE0CCU25019,Real Estate Investment Trusts (REITs),Equity,Consumer Discretionary,Realty,Realty,Real Estate Investment Trusts (REITs)
543218,SURATWWALA BUSINESS GROUP LIMITED,SBGLP,Suratwwala Business Group Ltd,Active,B ,10,INE05ST01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
543219,ICICI Prudential Mutual Fund,ICICIALPLV,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,Active,B ,10,INF109KC1N59, ,Equity,-,-,-,-
543220,Max Healthcare Institute Limited,MAXHEALTH,Max Healthcare Institute Ltd,Active,A ,10,INE027H01010,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
543221,ICICI Prudential Mutual Fund,ICICITECH,ICICI Prudential Nifty IT ETF,Active,B ,1,INF109KC16I6, ,Equity,-,-,-,-
543222,Trekkingtoes.com Limited,HIPPOCABS,Trekkingtoes.com Ltd,Suspended,MS,10,INE0DG401010,Transport Related Services,Equity,Services,Services,Transport Services,Transport Related Services
543223, Max India Limited,MAXINDIA,Max India Ltd,Active,B ,10,INE0CG601016,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
543224,HDFC Mutual Fund,HDFCNIFBAN,HDFC Nifty Banking ETF,Active,B ,223.31,INF179KC1AN8, ,Equity,-,-,-,-
543225,Data Infrastructure Trust,DATAINFRA,Data Infrastructure Trust,Active,IF,0,INE0BWS23018,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
543226,UTI Mutual Fund,UTIBANKETF,UTI NIFTY BANK ETF,Active,B ,1,INF789F1AUV1, ,Equity,-,-,-,-
543227,Happiest Minds Technologies Limited,HAPPSTMNDS,Happiest Minds Technologies Ltd,Active,A ,2,INE419U01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
543228,Route Mobile Limited,ROUTE,Route Mobile Ltd,Active,A ,10,INE450U01017,Other Telecom Services,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services
543229,Samrat Forgings Limited,SAMRATFORG,Samrat Forgings Ltd,Active,X ,10,INE412J01010,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings
543230,Advait Infratech Limited,ADVAIT,Advait Infratech Ltd,Active,B ,10,INE0ALI01010,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals
543231,Archidply Decor Limited,ADL,Archidply Decor Ltd,Active,T ,10,INE0CHO01012,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
543232,Computer Age Management Services Limited,CAMS,Computer Age Management Services Ltd,Active,A ,10,INE596I01012,Depositories- Clearing Houses and Other Intermediaries,Equity,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries"
543233,Chemcon Speciality Chemicals Limited,CHEMCON,Chemcon Speciality Chemicals Ltd,Active,B ,10,INE03YM01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
543234,Secmark Consultancy Limited,SECMARK,SecMark Consultancy Ltd,Active,M ,10,INE0BTM01013,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
543235,ANGEL ONE LIMITED,ANGELONE,Angel One Ltd,Active,A ,10,INE732I01013,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
543236,Atam Valves Limited,ATAM,Atam Valves Ltd,Active,B ,10,INE09KD01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
543237,Mazagon Dock Shipbuilders Limited,MAZDOCK,Mazagon Dock Shipbuilders Ltd,Active,A ,10,INE249Z01012,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
543238,UTI Asset Management Company Limited,UTIAMC,UTI Asset Management Company Ltd,Active,A ,10,INE094J01016,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company
543239,G M Polyplast Limited,GMPL,G M Polyplast Ltd,Active,M ,10,INE0E2801015,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
543240,Likhitha Infrastructure Limited,LIKHITHA,Likhitha Infrastructure Ltd,Active,B ,5,INE060901027,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
543241,Veer Global Infraconstruction Limited,VGIL,Veer Global Infraconstruction Ltd,Active,M ,10,INE244W01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
543242,Hemisphere Properties India Limited,HEMIPROP,Hemisphere Properties India Ltd,Active,A ,10,INE0AJG01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
543243,Equitas Small Finance Bank Limited,EQUITASBNK,Equitas Small Finance Bank Ltd,Active,A ,10,INE063P01018,Other Bank,Equity,Financial Services,Financial Services,Banks,Other Bank
543244,Shine Fashions (India) Limited,SHINEFASH,Shine Fashions (India) Ltd,Active,M ,5,INE0BLY01023,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
543245, Gland Pharma Limited,GLAND,Gland Pharma Ltd,Active,A ,1,INE068V01023,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
